se_name	cell_specific_gain	number_ce_gain	number_cancer_gain	gain_ce	number_ce_loss	number_cancer_loss	loss_ce
chr17_4934032_4999677	no	0	0	none	1	1	chr17_4996984_5000102:Childhood_T_acute_lymphoblastic_leukemia
chr17_49376979_49416005	yes	3	1	chr17_49384252_49386265:Cutaneous_melanoma,Melanoma|chr17_49393481_49395091:Adult_acute_myeloid_leukemia,Ovarian_endometrioid_adenocarcinoma|chr17_49408029_49410397:Colon_adenocarcinoma	1	4	chr17_49413759_49416063:Breast_adenocarcinoma,Gliosarcoma,Minimally_invasive_lung_adenocarcinoma,Ovarian_serous_cystadenocarcinoma
chr17_49631869_49656605	yes	3	1	chr17_49626845_49633708:Cutaneous_melanoma,Glioblastoma,Invasive_breast_carcinoma_of_no_special_type|chr17_49633980_49636416:Glioblastoma,Gliosarcoma,Invasive_breast_carcinoma_of_no_special_type|chr17_49636502_49640838:Invasive_breast_carcinoma_of_no_special_type	0	0	none
chr17_49722105_49789809	yes	1	4	chr17_49760051_49764159:Adult_acute_myeloid_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Breast_adenocarcinoma,Childhood_T_acute_lymphoblastic_leukemia	0	0	none
chr17_49827955_49852006	yes	1	1	chr17_49833021_49833994:Childhood_T_acute_lymphoblastic_leukemia	0	0	none
chr17_49880727_49916434	yes	4	3	chr17_49885639_49889623:Breast_adenocarcinoma,High_grade_ovarian_serous_adenocarcinoma,Invasive_breast_carcinoma_of_no_special_type,Minimally_invasive_lung_adenocarcinoma|chr17_49889765_49891821:Invasive_breast_carcinoma_of_no_special_type|chr17_49893622_49895879:Breast_adenocarcinoma|chr17_49913278_49916434:Breast_adenocarcinoma,Glioblastoma,Ovarian_endometrioid_adenocarcinoma	0	0	none
chr17_49916063_49969769	yes	5	2	chr17_49913278_49916434:Breast_adenocarcinoma,Glioblastoma,Ovarian_endometrioid_adenocarcinoma|chr17_49923814_49925320:|chr17_49933486_49936746:|chr17_49952674_49954256:Colon_adenocarcinoma|chr17_49958561_49959736:Glioblastoma,Papillary_renal_cell_carcinoma	0	0	none
chr17_50018626_50091442	no	0	0	none	1	3	chr17_50042977_50068133:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive
chr17_50147283_50223734	yes	2	1	chr17_50195501_50198372:Glioblastoma,Gliosarcoma,Invasive_breast_carcinoma_of_no_special_type,Pleural_epithelioid_mesothelioma|chr17_50203077_50205049:Gliosarcoma	2	1	chr17_50147056_50151047:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Minimally_invasive_lung_adenocarcinoma|chr17_50151081_50156492:Childhood_T_acute_lymphoblastic_leukemia
chr17_50266571_50319597	yes	5	1	chr17_50269854_50271198:Breast_adenocarcinoma,Gliosarcoma|chr17_50282865_50284515:Anaplastic_large_cell_lymphoma__ALK_positive|chr17_50306389_50310179:Glioblastoma|chr17_50310076_50313728:Glioblastoma|chr17_50315207_50319704:Invasive_breast_carcinoma_of_no_special_type	0	0	none
chr17_50421032_50483087	yes	5	4	chr17_50439777_50441649:Breast_adenocarcinoma,Minimally_invasive_lung_adenocarcinoma|chr17_50442472_50444162:Breast_adenocarcinoma,Minimally_invasive_lung_adenocarcinoma|chr17_50451551_50453781:Breast_adenocarcinoma,Minimally_invasive_lung_adenocarcinoma,Plasma_cell_myeloma|chr17_50458152_50461531:Lung_non_small_cell_carcinoma,Plasma_cell_myeloma,Prostate_carcinoma|chr17_50462482_50468408:Cutaneous_melanoma,Melanoma,Plasma_cell_myeloma,Prostate_carcinoma	1	4	chr17_50422856_50430195:Adult_acute_myeloid_leukemia,Lung_large_cell_carcinoma,Ovarian_serous_cystadenocarcinoma,Prostate_carcinoma
chr17_50627785_50741077	no	0	0	none	1	2	chr17_50657089_50664091:Amelanotic_melanoma,Childhood_T_acute_lymphoblastic_leukemia
chr17_50782636_50803637	yes	2	0	chr17_50782636_50788249:Breast_adenocarcinoma,Cutaneous_melanoma,Ovarian_endometrioid_adenocarcinoma|chr17_50791551_50792228:	0	0	none
chr17_50828652_50870468	yes	2	4	chr17_50827930_50829871:Breast_adenocarcinoma,Plasma_cell_myeloma|chr17_50841137_50847119:Breast_adenocarcinoma,High_grade_ovarian_serous_adenocarcinoma,Invasive_breast_carcinoma_of_no_special_type,Pleural_epithelioid_mesothelioma	0	0	none
chr17_50882016_50999139	yes	2	1	chr17_50966247_50971592:Anaplastic_large_cell_lymphoma__ALK_positive,Gliosarcoma|chr17_50972561_50974986:Anaplastic_large_cell_lymphoma__ALK_positive	1	3	chr17_50941713_50953200:Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia,Ovarian_serous_cystadenocarcinoma
chr17_51029350_51070086	yes	3	2	chr17_51041558_51042243:|chr17_51044088_51045392:Melanoma|chr17_51059248_51066010:Cutaneous_melanoma,Prostate_carcinoma	0	0	none
chr17_51103387_51178782	yes	1	4	chr17_51142608_51144858:Amelanotic_melanoma,Cutaneous_melanoma,Glioblastoma,Melanoma	0	0	none
chr17_51259395_51261343	no	0	0	none	0	0	none
chr17_51346438_51372848	yes	3	1	chr17_51346256_51348175:Cutaneous_melanoma,Glioblastoma,Melanoma|chr17_51351649_51357174:Astrocytoma|chr17_51360814_51366062:Astrocytoma	0	0	none
chr17_51589666_51619352	yes	7	2	chr17_51589666_51590199:Melanoma|chr17_51594927_51596527:Melanoma|chr17_51600398_51602849:Glioblastoma,Melanoma|chr17_51607464_51609955:|chr17_51610019_51613297:Adult_T_acute_lymphoblastic_leukemia,Cutaneous_melanoma,Melanoma|chr17_51617178_51618137:Cutaneous_melanoma,Melanoma|chr17_51618325_51619465:Cutaneous_melanoma,Melanoma	0	0	none
chr17_5192118_5233804	yes	5	3	chr17_5199570_5204854:|chr17_5218839_5219698:|chr17_5219759_5220551:Cutaneous_melanoma|chr17_5220709_5222066:Papillary_renal_cell_carcinoma,Renal_cell_carcinoma|chr17_5227275_5233804:Adult_acute_myeloid_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Invasive_breast_carcinoma_of_no_special_type	0	0	none
chr17_5249826_5315615	yes	2	1	chr17_5304375_5307525:Amelanotic_melanoma,Cutaneous_melanoma|chr17_5311967_5315615:Invasive_breast_carcinoma_of_no_special_type	0	0	none
chr17_53720662_53750148	no	0	0	none	0	0	none
chr17_5410643_5423383	no	0	0	none	0	0	none
chr17_5485304_5527648	yes	1	2	chr17_5508802_5510423:Astrocytoma,Glioblastoma	0	0	none
chr17_55401541_55461985	yes	1	2	chr17_55426445_55428131:Clear_cell_renal_cell_carcinoma,Cutaneous_melanoma	1	3	chr17_55420220_55421979:Anaplastic_large_cell_lymphoma__ALK_positive,High_grade_ovarian_serous_adenocarcinoma,Ovarian_serous_cystadenocarcinoma
chr17_55575372_55590357	yes	2	4	chr17_55583502_55585253:Anaplastic_large_cell_lymphoma__ALK_positive,Clear_cell_renal_cell_carcinoma,Lung_large_cell_carcinoma,Prostate_carcinoma|chr17_55585713_55590363:Amelanotic_melanoma,Breast_adenocarcinoma,Cutaneous_melanoma,Melanoma	0	0	none
chr17_558584_573664	yes	1	3	chr17_570508_574026:Cutaneous_melanoma,Glioblastoma,Melanoma	0	0	none
chr17_56107380_56112625	yes	1	2	chr17_56107380_56112662:Minimally_invasive_lung_adenocarcinoma,Papillary_renal_cell_carcinoma	0	0	none
chr17_56121976_56134152	yes	1	2	chr17_56125174_56134152:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia	0	0	none
chr17_56141106_56187524	yes	6	0	chr17_56141059_56143078:Pleural_epithelioid_mesothelioma|chr17_56150081_56152232:|chr17_56159211_56160524:Adult_acute_myeloid_leukemia|chr17_56160739_56161575:|chr17_56162102_56167048:Breast_adenocarcinoma,Glioblastoma,Pleural_epithelioid_mesothelioma|chr17_56170976_56171913:	0	0	none
chr17_56205032_56322052	yes	2	1	chr17_56237189_56249292:Adult_T_acute_lymphoblastic_leukemia|chr17_56273849_56281414:Adult_T_acute_lymphoblastic_leukemia	0	0	none
chr17_56679008_56700581	yes	1	3	chr17_56689213_56691923:Clear_cell_renal_cell_carcinoma,Papillary_renal_cell_carcinoma,Renal_cell_carcinoma	0	0	none
chr17_56749597_56835039	yes	2	2	chr17_56771227_56773861:Prostate_carcinoma|chr17_56824055_56825410:Amelanotic_melanoma,Cutaneous_melanoma	0	0	none
chr17_56887453_56920247	yes	2	1	chr17_56885183_56888914:Anaplastic_large_cell_lymphoma__ALK_positive,Clear_cell_renal_cell_carcinoma,Colon_adenocarcinoma,Ovarian_serous_cystadenocarcinoma|chr17_56889979_56892296:Ovarian_serous_cystadenocarcinoma	0	0	none
chr17_57284956_57312726	yes	3	2	chr17_57304824_57306681:Breast_adenocarcinoma,Pleural_epithelioid_mesothelioma|chr17_57310126_57311372:|chr17_57311530_57314000:Astrocytoma,Cutaneous_melanoma	0	0	none
chr17_57325586_57341996	yes	3	1	chr17_57325586_57333735:Cutaneous_melanoma,Melanoma|chr17_57339475_57341246:|chr17_57341142_57342278:Cutaneous_melanoma	0	0	none
chr17_57353612_57383171	no	0	0	none	0	0	none
chr17_57394601_57555325	no	0	0	none	2	3	chr17_57428800_57494476:Minimally_invasive_lung_adenocarcinoma,Ovarian_serous_cystadenocarcinoma,Plasma_cell_myeloma|chr17_57502679_57546447:Adult_acute_myeloid_leukemia,Gliosarcoma,Invasive_breast_carcinoma_of_no_special_type
chr17_57643120_57673176	yes	4	3	chr17_57643120_57644750:|chr17_57644897_57645842:|chr17_57648829_57651139:Papillary_renal_cell_carcinoma,Pleural_epithelioid_mesothelioma|chr17_57671346_57673189:Adult_T_acute_lymphoblastic_leukemia,Cutaneous_melanoma,Pleural_epithelioid_mesothelioma	0	0	none
chr17_5776414_5789489	yes	1	4	chr17_5783912_5789505:Clear_cell_renal_cell_carcinoma,Papillary_renal_cell_carcinoma,Prostate_carcinoma,Renal_cell_carcinoma	0	0	none
chr17_57833209_57957779	no	0	0	none	3	2	chr17_57866329_57882173:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia|chr17_57888445_57908964:Adult_T_acute_lymphoblastic_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia|chr17_57929985_57955156:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia
chr17_57971447_58015995	yes	2	4	chr17_57974153_57977576:Cutaneous_melanoma,Melanoma,Pleural_epithelioid_mesothelioma|chr17_57993237_57996219:Anaplastic_large_cell_lymphoma__ALK_positive,Cutaneous_melanoma,Ovarian_endometrioid_adenocarcinoma,Ovarian_serous_cystadenocarcinoma	0	0	none
chr17_5820315_5838304	no	0	0	none	0	0	none
chr17_58269605_58309390	yes	4	1	chr17_58275016_58282913:Adult_acute_myeloid_leukemia|chr17_58283188_58287296:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia|chr17_58287673_58291675:Adult_acute_myeloid_leukemia|chr17_58300328_58303540:Adult_acute_myeloid_leukemia	0	0	none
chr17_58316403_58429233	no	0	0	none	0	0	none
chr17_58506584_58529208	yes	1	2	chr17_58506280_58509085:Anaplastic_large_cell_lymphoma__ALK_positive,Gliosarcoma	0	0	none
chr17_58628166_58711689	no	0	0	none	1	1	chr17_58655296_58660420:Gliosarcoma
chr17_58990577_59004954	no	0	0	none	0	0	none
chr17_59074241_59178880	yes	1	2	chr17_59073308_59076367:Clear_cell_renal_cell_carcinoma,Pleural_epithelioid_mesothelioma	0	0	none
chr17_59349889_59382566	yes	2	4	chr17_59353903_59356020:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr17_59376811_59379845:Breast_adenocarcinoma,Clear_cell_renal_cell_carcinoma,Ovarian_endometrioid_adenocarcinoma,Pleural_epithelioid_mesothelioma	0	0	none
chr17_59615834_59873284	no	0	0	none	1	2	chr17_59746152_59776264:Adult_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma
chr17_596956_622687	yes	1	3	chr17_606887_608333:Cutaneous_melanoma,Lung_large_cell_carcinoma,Melanoma	0	0	none
chr17_59891414_59911140	yes	1	0	chr17_59910216_59911443:	0	0	none
chr17_60065873_60106610	yes	1	0	chr17_60098461_60099837:	1	1	chr17_60076979_60084127:Minimally_invasive_lung_adenocarcinoma
chr17_60370579_60398894	no	0	0	none	0	0	none
chr17_60502291_60527539	no	0	0	none	0	0	none
chr17_60553920_60577670	yes	1	2	chr17_60553920_60554550:Gliosarcoma,Pleural_epithelioid_mesothelioma	0	0	none
chr17_60598972_60602990	no	0	0	none	0	0	none
chr17_60709934_60952148	yes	7	0	chr17_60745319_60753222:Amelanotic_melanoma,Cutaneous_melanoma|chr17_60782602_60788977:|chr17_60793182_60804579:|chr17_60825634_60834068:Cutaneous_melanoma,Melanoma|chr17_60834147_60840947:|chr17_60841154_60853470:|chr17_60907215_60911895:	0	0	none
chr17_61204594_61266407	yes	3	3	chr17_61203761_61207058:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr17_61255783_61256824:Cutaneous_melanoma,Lung_large_cell_carcinoma|chr17_61258136_61262509:Cutaneous_melanoma,Lung_large_cell_carcinoma,Melanoma	0	0	none
chr17_61300342_61347159	yes	2	4	chr17_61311228_61315510:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma,Plasma_cell_myeloma|chr17_61344966_61347512:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma,Ovarian_endometrioid_adenocarcinoma	0	0	none
chr17_61355482_61358166	no	0	0	none	0	0	none
chr17_61393930_61416865	yes	1	3	chr17_61393692_61395054:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr17_61484254_61505414	yes	3	3	chr17_61485028_61490657:Cutaneous_melanoma,Melanoma,Prostate_carcinoma|chr17_61501335_61503512:Anaplastic_large_cell_lymphoma__ALK_positive|chr17_61503721_61505670:Anaplastic_large_cell_lymphoma__ALK_positive,Clear_cell_renal_cell_carcinoma,Colon_carcinoma	0	0	none
chr17_61550338_61583360	yes	3	1	chr17_61555068_61558360:Colon_carcinoma,Prostate_carcinoma|chr17_61573912_61576454:Colon_carcinoma,Prostate_carcinoma|chr17_61579169_61583360:Prostate_carcinoma	0	0	none
chr17_61861081_61864685	no	0	0	none	0	0	none
chr17_62038116_62066071	yes	1	2	chr17_62051264_62053457:Colon_carcinoma,Prostate_carcinoma	0	0	none
chr17_62156783_62189963	yes	2	4	chr17_62160062_62162545:Colon_adenocarcinoma,Colon_carcinoma|chr17_62162777_62167952:Colon_adenocarcinoma,Colon_carcinoma,Lung_large_cell_carcinoma,Prostate_carcinoma	0	0	none
chr17_62599110_62654270	yes	3	1	chr17_62617018_62618247:Adult_acute_myeloid_leukemia|chr17_62641896_62645261:Adult_acute_myeloid_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive|chr17_62648525_62649723:Gliosarcoma	0	0	none
chr17_62691776_62726618	yes	1	4	chr17_62692096_62696288:Amelanotic_melanoma,Cutaneous_melanoma,Glioblastoma,Melanoma	0	0	none
chr17_62775744_62828801	yes	1	4	chr17_62786582_62788874:Breast_adenocarcinoma,Lung_large_cell_carcinoma,Lung_non_small_cell_carcinoma,Pleural_epithelioid_mesothelioma	0	0	none
chr17_63130068_63172662	yes	4	3	chr17_63130068_63134161:Amelanotic_melanoma,Cutaneous_melanoma,Glioblastoma,Melanoma|chr17_63139866_63141352:Cutaneous_melanoma,Plasma_cell_myeloma|chr17_63141960_63143522:Cutaneous_melanoma,Melanoma|chr17_63150341_63154518:Cutaneous_melanoma,Glioblastoma,Melanoma	0	0	none
chr17_63267607_63309484	yes	1	0	chr17_63283877_63289307:	0	0	none
chr17_63354167_63375591	yes	4	1	chr17_63354167_63355127:Glioblastoma|chr17_63364804_63368200:Cutaneous_melanoma,Lung_non_small_cell_carcinoma|chr17_63368465_63370384:Adult_acute_myeloid_leukemia,Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr17_63374825_63375662:Cutaneous_melanoma	0	0	none
chr17_63420013_63461047	no	0	0	none	0	0	none
chr17_63769209_63787610	yes	1	2	chr17_63776195_63777083:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Cutaneous_melanoma	0	0	none
chr17_63814272_63852850	no	0	0	none	0	0	none
chr17_64014186_64026384	no	0	0	none	0	0	none
chr17_64055971_64147341	yes	1	1	chr17_64065157_64069070:Anaplastic_large_cell_lymphoma__ALK_positive	1	2	chr17_64072866_64099110:Astrocytoma,Gliosarcoma
chr17_64144659_64265962	yes	5	2	chr17_64155474_64157681:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr17_64160080_64162245:Cutaneous_melanoma,Pleural_epithelioid_mesothelioma|chr17_64179172_64181476:Adult_acute_myeloid_leukemia,Cutaneous_melanoma|chr17_64191417_64193433:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr17_64213822_64214377:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Breast_adenocarcinoma	1	1	chr17_64261450_64266150:Minimally_invasive_lung_adenocarcinoma
chr17_64321385_64363539	yes	2	1	chr17_64328983_64330000:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Breast_adenocarcinoma|chr17_64359377_64359573:Gliosarcoma	0	0	none
chr17_64440775_64457211	yes	1	4	chr17_64455779_64457373:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Plasma_cell_myeloma	0	0	none
chr17_64492139_64508718	no	0	0	none	0	0	none
chr17_64571634_64749282	yes	2	4	chr17_64612854_64617870:Pleural_epithelioid_mesothelioma,Prostate_carcinoma|chr17_64747628_64749282:Clear_cell_renal_cell_carcinoma,Papillary_renal_cell_carcinoma,Pleural_epithelioid_mesothelioma,Renal_cell_carcinoma	1	1	chr17_64656382_64665799:Childhood_T_acute_lymphoblastic_leukemia
chr17_64773538_64838287	yes	2	3	chr17_64785720_64788654:Breast_adenocarcinoma,Colon_adenocarcinoma|chr17_64797173_64800134:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia	0	0	none
chr17_64918716_64939871	yes	1	4	chr17_64938475_64941024:Anaplastic_large_cell_lymphoma__ALK_positive,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Lung_non_small_cell_carcinoma,Minimally_invasive_lung_adenocarcinoma	0	0	none
chr17_6493045_6525543	yes	1	3	chr17_6493045_6495969:Papillary_renal_cell_carcinoma,Pleural_epithelioid_mesothelioma,Prostate_carcinoma	0	0	none
chr17_64959336_64992894	no	0	0	none	0	0	none
chr17_65014119_65028097	no	0	0	none	0	0	none
chr17_65055140_65079383	yes	1	4	chr17_65071659_65074712:Colon_carcinoma,Lung_large_cell_carcinoma,Ovarian_serous_cystadenocarcinoma,Prostate_carcinoma	0	0	none
chr17_65155034_65194078	yes	3	2	chr17_65154100_65156551:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Clear_cell_renal_cell_carcinoma|chr17_65163493_65165088:Anaplastic_large_cell_lymphoma__ALK_positive,Clear_cell_renal_cell_carcinoma|chr17_65181469_65182597:Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia	0	0	none
chr17_65278245_65298164	yes	5	2	chr17_65278245_65280274:Colon_adenocarcinoma|chr17_65282631_65285150:Prostate_carcinoma|chr17_65286287_65287171:Pleural_epithelioid_mesothelioma|chr17_65287386_65296221:Colon_adenocarcinoma,Pleural_epithelioid_mesothelioma|chr17_65296505_65298361:Breast_adenocarcinoma,Colon_adenocarcinoma	0	0	none
chr17_65345026_65374799	yes	2	4	chr17_65344686_65346481:Amelanotic_melanoma,Breast_adenocarcinoma,Glioblastoma,Melanoma|chr17_65358260_65373336:Breast_adenocarcinoma,Colon_adenocarcinoma,Colon_carcinoma,Glioblastoma	0	0	none
chr17_65399391_65416699	yes	1	1	chr17_65399391_65405304:Colon_adenocarcinoma	0	0	none
chr17_65432010_65461640	yes	2	1	chr17_65432010_65441670:Colon_adenocarcinoma,Ovarian_endometrioid_adenocarcinoma|chr17_65452340_65461806:Colon_adenocarcinoma	0	0	none
chr17_65494135_65595494	yes	5	2	chr17_65546167_65550517:Breast_adenocarcinoma,Colon_adenocarcinoma,Colon_carcinoma|chr17_65583921_65586302:Colon_adenocarcinoma|chr17_65586497_65588434:Colon_adenocarcinoma,Colon_carcinoma|chr17_65588619_65590033:Colon_adenocarcinoma,Colon_carcinoma|chr17_65590648_65595494:Adult_T_acute_lymphoblastic_leukemia,Colon_adenocarcinoma	1	3	chr17_65551114_65566045:Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia,Minimally_invasive_lung_adenocarcinoma
chr17_65656685_65725638	yes	4	0	chr17_65665926_65673599:|chr17_65677426_65679091:|chr17_65710433_65713453:|chr17_65721873_65725638:	0	0	none
chr17_65740455_65786590	yes	2	0	chr17_65758812_65761060:Amelanotic_melanoma,Cutaneous_melanoma,Glioblastoma,Melanoma|chr17_65772493_65776266:	0	0	none
chr17_66369618_66388716	yes	2	4	chr17_66377918_66379253:Gliosarcoma|chr17_66384617_66388716:Breast_adenocarcinoma,Colon_adenocarcinoma,Colon_carcinoma,Ovarian_endometrioid_adenocarcinoma	0	0	none
chr17_6639422_6672042	no	0	0	none	0	0	none
chr17_66447189_66519413	yes	1	2	chr17_66445997_66453579:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia	0	0	none
chr17_66521690_66581613	yes	1	3	chr17_66521690_66529293:Adult_T_acute_lymphoblastic_leukemia,Glioblastoma,Prostate_carcinoma	1	4	chr17_66534459_66553473:Adult_acute_myeloid_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma
chr17_66677950_66734876	yes	6	2	chr17_66677931_66679925:Anaplastic_large_cell_lymphoma__ALK_positive,Lung_non_small_cell_carcinoma|chr17_66702192_66703773:Colon_carcinoma,Lung_large_cell_carcinoma,Prostate_carcinoma|chr17_66704302_66707888:Cutaneous_melanoma,Glioblastoma,Melanoma,Plasma_cell_myeloma|chr17_66718475_66722433:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr17_66724312_66726071:Breast_adenocarcinoma,Cutaneous_melanoma,Prostate_carcinoma|chr17_66729804_66730588:Breast_adenocarcinoma,Minimally_invasive_lung_adenocarcinoma	0	0	none
chr17_667701_715609	yes	1	2	chr17_667701_670253:High_grade_ovarian_serous_adenocarcinoma,Pleural_epithelioid_mesothelioma	0	0	none
chr17_66942179_66966642	yes	4	1	chr17_66943936_66945690:Astrocytoma,Plasma_cell_myeloma|chr17_66945713_66949682:Glioblastoma,Minimally_invasive_lung_adenocarcinoma,Plasma_cell_myeloma|chr17_66957222_66960250:Plasma_cell_myeloma|chr17_66963293_66964559:Colon_adenocarcinoma	0	0	none
chr17_67207861_67246008	yes	2	3	chr17_67207786_67208982:Cutaneous_melanoma,Melanoma|chr17_67225565_67227586:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
