se_name	cell_specific_gain	number_ce_gain	number_cell_gain	gain_ce	number_ce_loss	number_cell_loss	loss_ce
chr19_40734226_40755724	yes	2	11	chr19_40734226_40737042:HCC-2998,HCT-15,HT29,IGROV1,MDA-MB-468,NCI-H322M,OVCAR-4,OVCAR-5,SK-OV-3,SN12C|chr19_40753419_40755754:A498,COLO_205,HCC-2998,HL-60,HT29,K-562,NCI_ADR-RES,OVCAR-8,SR,SW-620,UACC-62	0	0	none
chr19_40776713_40845179	yes	4	2	chr19_40790843_40793571:IGROV1|chr19_40818083_40825424:HL-60,HOP-62,HT29,IGROV1,K-562,MCF7,NCI-H226,NCI-H322M,OVCAR-5,SF-539,T-47D,X786-0|chr19_40835818_40837263:HL-60,MDA-MB-468,NCI-H322M,PC-3|chr19_40843143_40845179:HL-60,K-562	2	1	chr19_40797489_40799057:MDA-MB-231|chr19_40799138_40800868:MALME-3M
chr19_40853728_40876237	yes	3	2	chr19_40853728_40856928:A549,EKVX,MDA-MB-468,NCI-H322M,SF-539|chr19_40857455_40859607:NCI-H322M,SF-539|chr19_40874913_40878165:HL-60,K-562	0	0	none
chr19_40891393_40941785	yes	1	2	chr19_40940884_40943271:HOP-62,T-47D	0	0	none
chr19_41158046_41177381	yes	2	6	chr19_41158046_41160758:A549,COLO_205,HCC-2998,HT29,KM12,SF-295|chr19_41165257_41169398:COLO_205,HCC-2998,HCT-15,HT29,KM12,SW-620	0	0	none
chr19_41206269_41268326	no	0	0	none	1	9	chr19_41217671_41231338:CCRF-CEM,MALME-3M,MCF7,MOLT-4,RPMI-8226,SK-MEL-28,SK-MEL-5,T-47D,UACC-257
chr19_41296892_41329184	no	0	0	none	0	0	none
chr19_41349913_41381055	yes	1	9	chr19_41379050_41381219:A498,CAKI-1,HCT-116,HOP-92,NCI-H226,RXF_393,SK-MEL-2,TK-10,X786-0	0	0	none
chr19_41396340_41440399	yes	3	12	chr19_41415680_41417468:HCC-2998,HCT-15|chr19_41419321_41422245:HCC-2998,HL-60|chr19_41425287_41429301:CCRF-CEM,HCC-2998,HL-60,HOP-92,HT29,IGROV1,K-562,MALME-3M,MCF7,MOLT-4,NCI-H460,SW-620	1	1	chr19_41438692_41440399:MDA-MB-231
chr19_41520970_41553417	yes	4	6	chr19_41520970_41522031:HL-60,RPMI-8226|chr19_41544889_41547290:CCRF-CEM,HL-60|chr19_41547722_41548486:HL-60|chr19_41548629_41553417:CCRF-CEM,HL-60,K-562,KM12,RPMI-8226,SR	0	0	none
chr19_41729443_41803302	yes	3	8	chr19_41729443_41751530:COLO_205,HCC-2998,HT29,KM12,MCF7,MDA-MB-468,NCI-H322M,OVCAR-5,PC-3|chr19_41783104_41790262:HCC-2998,HL-60,HT29,KM12,MCF7,T-47D|chr19_41798174_41801891:HT29,KM12,MDA-MB-468,NCI-H322M,OVCAR-5,PC-3,RXF_393,X786-0	0	0	none
chr19_41859252_41888761	yes	2	4	chr19_41870171_41874681:CCRF-CEM,HL-60,MOLT-4,SR|chr19_41876553_41878795:CCRF-CEM,HL-60,K-562,MOLT-4	2	6	chr19_41882274_41884228:A498,BT-549,MALME-3M,NCI_ADR-RES,NCI-H322M,NCI-H522,OVCAR-3,OVCAR-4,SNB-75,U251|chr19_41884258_41885371:ACHN,HOP-62,MALME-3M,MDA-MB-231,MOLT-4,SNB-75
chr19_42109387_42133197	yes	1	1	chr19_42129484_42130843:RPMI-8226	0	0	none
chr19_42190318_42303201	yes	1	9	chr19_42196598_42204074:CCRF-CEM,COLO_205,HCC-2998,HL-60,HT29,K-562,MOLT-4,OVCAR-5,SR	4	4	chr19_42242612_42246166:MDA-MB-231,SNB-75|chr19_42250350_42253827:CCRF-CEM,DU-145,HS_578T,KM12,OVCAR-8,RPMI-8226|chr19_42253850_42257177:HS_578T|chr19_42279098_42283814:COLO_205,OVCAR-4,PC-3,SK-OV-3
chr19_42386429_42499410	yes	1	10	chr19_42440365_42445194:COLO_205,HT29,KM12,MCF7,MDA-MB-468,NCI-H322M,OVCAR-3,OVCAR-5,SK-MEL-28,UACC-257	1	3	chr19_42395856_42398389:CCRF-CEM,MOLT-4,SK-OV-3
chr19_42732654_42740470	no	0	0	none	0	0	none
chr19_42758331_43296449	yes	1	10	chr19_43000454_43008253:A549,BT-549,DU-145,EKVX,MDA-MB-468,NCI-H226,OVCAR-5,SF-268,SN12C,T-47D	0	0	none
chr19_43321198_43352975	yes	3	4	chr19_43321614_43333227:HCT-15,IGROV1,KM12,OVCAR-5,SK-OV-3,SR|chr19_43339785_43346456:CAKI-1,KM12,NCI-H322M,OVCAR-4,RXF_393,SK-OV-3,SN12C,SNB-19,SR,U251,UACC-257,UO-31|chr19_43348094_43352975:HCT-15,KM12,OVCAR-5,U251	0	0	none
chr19_43424272_43439873	yes	1	1	chr19_43433595_43434343:T-47D	0	0	none
chr19_43503385_43533855	no	0	0	none	3	11	chr19_43503064_43505670:HCT-15,HS_578T,MALME-3M,SK-MEL-5,SK-OV-3,UACC-257|chr19_43521486_43530741:COLO_205,MDA-MB-231,OVCAR-8,UACC-62|chr19_43531798_43534826:DU-145,LOX_IMVI,MDA-MB-231,MDA-MB-435,NCI-H226,NCI-H460,SK-OV-3,SNB-75,U251,UACC-62,X786-0
chr19_43556788_43625450	yes	3	2	chr19_43579821_43581382:CCRF-CEM,MOLT-4,NCI_ADR-RES,OVCAR-8|chr19_43605814_43607881:SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,UACC-257,UACC-62|chr19_43609700_43611384:K-562,SNB-75	1	1	chr19_43618168_43621402:DU-145
chr19_43634680_43639437	no	0	0	none	0	0	none
chr19_43667823_43712650	no	0	0	none	2	12	chr19_43667492_43672727:T-47D|chr19_43699511_43705234:ACHN,IGROV1,M14,MDA-MB-435,MOLT-4,NCI-H322M,NCI-H522,SK-MEL-5,SW-620,T-47D,UACC-257,UACC-62
chr19_4367997_4427109	yes	3	4	chr19_4387968_4389379:MCF7,NCI-H322M,OVCAR-5,T-47D|chr19_4389575_4391922:COLO_205,HL-60,K-562,NCI-H322M,OVCAR-5,T-47D|chr19_4425137_4427109:HCT-15,HS_578T,LOX_IMVI,SN12C	4	1	chr19_4367896_4383040:CCRF-CEM,MDA-MB-435,NCI-H522,SK-MEL-2,SK-MEL-5,UACC-257|chr19_4398836_4400488:MDA-MB-468|chr19_4400741_4402441:MDA-MB-231|chr19_4402615_4407506:CAKI-1
chr19_43731544_43787127	yes	2	1	chr19_43747221_43749300:CCRF-CEM,HOP-92,SR,X786-0|chr19_43772249_43774537:K-562	1	4	chr19_43774693_43786016:OVCAR-3,OVCAR-4,SW-620,T-47D
chr19_44573519_44657341	yes	3	11	chr19_44574190_44576882:IGROV1,MDA-MB-468,SF-295,SK-MEL-2,SK-OV-3,SN12C|chr19_44602352_44604655:CAKI-1,HOP-62,HS_578T,LOX_IMVI,MDA-MB-231,MDA-MB-468,NCI-H226,OVCAR-4,SF-268,SF-295,T-47D,UO-31|chr19_44605826_44609211:CAKI-1,EKVX,HCC-2998,HOP-62,HT29,LOX_IMVI,MDA-MB-231,SF-539,SK-OV-3,TK-10,UO-31	1	6	chr19_44642337_44645029:CCRF-CEM,HL-60,MALME-3M,MOLT-4,RPMI-8226,SR
chr19_44676893_44696590	yes	1	10	chr19_44688338_44690244:A549,DU-145,HCC-2998,HL-60,IGROV1,KM12,OVCAR-3,OVCAR-4,PC-3,SNB-19	0	0	none
chr19_44716566_44784857	no	0	0	none	2	6	chr19_44734063_44748526:MALME-3M,MOLT-4,SW-620|chr19_44748733_44757349:CCRF-CEM,MALME-3M,MOLT-4,NCI-H522,SK-MEL-2,SK-MEL-28
chr19_44844251_44892873	yes	1	7	chr19_44855243_44857910:COLO_205,HL-60,K-562,MDA-MB-468,NCI-H322M,SW-620,T-47D	3	2	chr19_44843493_44846029:CCRF-CEM,MALME-3M,MDA-MB-231,MOLT-4,SK-MEL-28,SK-MEL-5,UACC-257|chr19_44846156_44849879:CCRF-CEM,MALME-3M,MOLT-4,RPMI-8226,SR|chr19_44891218_44892998:CCRF-CEM,MALME-3M
chr19_44889774_44956317	yes	5	9	chr19_44905095_44906456:K-562,M14,MALME-3M,MCF7,NCI-H522,OVCAR-3,SK-MEL-28,T-47D,UACC-257|chr19_44909501_44912391:K-562,MALME-3M,PC-3|chr19_44943090_44945012:HL-60,K-562,M14,MALME-3M,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62|chr19_44945096_44948556:HL-60,SK-MEL-2,SW-620,UACC-257|chr19_44951037_44952225:HOP-92,IGROV1,MCF7,NCI-H322M,OVCAR-3,SK-MEL-2,SK-MEL-28,T-47D,UACC-257	2	2	chr19_44891218_44892998:CCRF-CEM,MALME-3M|chr19_44912540_44916711:MDA-MB-231,RXF_393
chr19_45075053_45104980	no	0	0	none	0	0	none
chr19_45153924_45180057	no	0	0	none	1	1	chr19_45177033_45179806:SR
chr19_45366949_45529162	no	0	0	none	3	1	chr19_45442346_45445707:CCRF-CEM,MOLT-4|chr19_45447460_45458310:CCRF-CEM,MOLT-4|chr19_45466269_45471144:CCRF-CEM
chr19_45535806_45586242	yes	3	7	chr19_45541432_45545563:M14,MALME-3M,MDA-MB-435,NCI-H226,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-19,SNB-75,U251,UACC-257,UACC-62|chr19_45553764_45555992:HT29,SNB-19,U251|chr19_45562081_45564049:M14,MDA-MB-468,MOLT-4,NCI-H226,OVCAR-5,SK-MEL-28,UACC-257	0	0	none
chr19_4556568_4598661	yes	6	9	chr19_4559216_4560470:ACHN,HL-60,IGROV1,LOX_IMVI,UO-31|chr19_4561709_4562249:HL-60|chr19_4562384_4563608:HL-60|chr19_4564802_4566231:ACHN,IGROV1,NCI-H226,OVCAR-4|chr19_4582758_4583870:SK-MEL-2,SNB-19|chr19_4593694_4594837:A498,HOP-92,IGROV1,LOX_IMVI,NCI-H226,SF-295,SK-MEL-2,SK-MEL-28,SNB-19	0	0	none
chr19_45607067_45646796	no	0	0	none	3	4	chr19_45613338_45616154:CCRF-CEM,HL-60,K-562,MALME-3M,MCF7,MOLT-4,NCI-H522,RPMI-8226,SK-MEL-2,SK-MEL-5,T-47D,UACC-257|chr19_45628964_45633801:CCRF-CEM,HL-60,K-562,MALME-3M,MDA-MB-435,MOLT-4,X786-0|chr19_45636976_45643703:MALME-3M,NCI_ADR-RES,SF-295,SNB-75
chr19_45668874_45698616	yes	1	8	chr19_45676428_45677329:DU-145,HCC-2998,HCT-116,HCT-15,HT29,NCI-H23,OVCAR-4,OVCAR-5	0	0	none
chr19_45715474_45740651	yes	1	4	chr19_45739023_45740651:A498,HCT-116,K-562,SK-MEL-2	2	1	chr19_45715235_45719601:MDA-MB-231|chr19_45728007_45731925:MDA-MB-231
chr19_45766717_45817247	yes	2	5	chr19_45770906_45771445:HCT-116,HCT-15,IGROV1,K-562,MCF7,MDA-MB-231|chr19_45799298_45800679:IGROV1,NCI-H226,OVCAR-3,SN12C,T-47D	1	2	chr19_45766335_45769407:CCRF-CEM,UACC-62
chr19_45861517_45903289	yes	1	1	chr19_45873061_45875063:K-562	0	0	none
chr19_46040430_46079667	yes	2	9	chr19_46040430_46043584:COLO_205,HCC-2998,HCT-15,HT29,KM12|chr19_46079063_46083343:A498,ACHN,BT-549,EKVX,MDA-MB-468,NCI-H226,RXF_393,SK-MEL-2,TK-10	0	0	none
chr19_46106762_46145529	yes	3	4	chr19_46106762_46108541:OVCAR-3|chr19_46114749_46116813:A498,BT-549,HCT-15,MALME-3M,MDA-MB-468,NCI-H322M,OVCAR-3,RXF_393,SK-MEL-28,SNB-19,TK-10,UACC-257|chr19_46117211_46119693:MDA-MB-468,NCI-H322M,OVCAR-3,SNB-19	1	12	chr19_46131433_46135722:CCRF-CEM,DU-145,HL-60,M14,MDA-MB-231,MDA-MB-435,NCI_ADR-RES,NCI-H23,NCI-H522,OVCAR-8,RPMI-8226,SK-MEL-5
chr19_46180374_46233752	yes	3	6	chr19_46179865_46182433:A498,EKVX,HT29,LOX_IMVI,NCI-H226,NCI-H460,OVCAR-3,PC-3,RXF_393,SNB-19,SR,TK-10|chr19_46221275_46228876:A498,A549,ACHN,EKVX,MDA-MB-468,NCI-H226,NCI-H322M,RXF_393,SN12C,TK-10|chr19_46228758_46233411:COLO_205,HT29,MDA-MB-468,NCI-H322M,OVCAR-3,OVCAR-5	0	0	none
chr19_46250145_46274253	yes	2	1	chr19_46249303_46252895:COLO_205,HT29,MDA-MB-468,NCI-H322M,OVCAR-3,OVCAR-4|chr19_46256292_46257737:OVCAR-4	0	0	none
chr19_46403968_46452682	yes	4	11	chr19_46412410_46414831:ACHN,EKVX,HOP-62,K-562,NCI_ADR-RES,OVCAR-3,OVCAR-4,SN12C,UACC-257,UO-31|chr19_46425727_46427157:ACHN,CAKI-1,EKVX,HOP-62,IGROV1,MALME-3M,NCI-H226,NCI-H23,OVCAR-4,SK-MEL-5,TK-10,UACC-257|chr19_46434067_46436241:M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,UACC-257,UACC-62|chr19_46450238_46452797:M14,MALME-3M,MDA-MB-435,MDA-MB-468,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-19,SNB-75,UACC-257,UACC-62	0	0	none
chr19_46713520_46718125	no	0	0	none	1	1	chr19_46713174_46718529:SK-MEL-2
chr19_46781607_46991286	no	0	0	none	2	12	chr19_46861373_46870134:ACHN,CCRF-CEM,MALME-3M,MDA-MB-435,OVCAR-8,RPMI-8226,SF-539,SNB-19|chr19_46899051_46917488:ACHN,BT-549,COLO_205,HL-60,KM12,MOLT-4,RPMI-8226,SK-MEL-2,SK-MEL-5,SR,SW-620,UACC-257
chr19_4693358_4724786	yes	1	7	chr19_4704416_4706739:ACHN,CAKI-1,HCC-2998,IGROV1,SF-539,SN12C,SW-620	1	2	chr19_4720320_4727339:OVCAR-4,OVCAR-5
chr19_47079522_47166141	no	0	0	none	0	0	none
chr19_47182071_47278411	yes	1	12	chr19_47181179_47185633:HT29,K-562,M14,MALME-3M,MDA-MB-435,NCI_ADR-RES,SK-MEL-2,SK-MEL-28,SK-MEL-5,SR,SW-620,UACC-257	2	5	chr19_47209472_47212774:HOP-62,MDA-MB-468,NCI_ADR-RES,NCI-H322M,OVCAR-3,SNB-75|chr19_47231265_47237768:BT-549,CCRF-CEM,HL-60,NCI_ADR-RES,SNB-75
chr19_47313341_47352913	yes	1	6	chr19_47331542_47338348:HL-60,K-562,MCF7,RPMI-8226,SK-OV-3,T-47D	0	0	none
chr19_47580848_47668483	yes	2	1	chr19_47586736_47592638:M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,SN12C,SNB-75,UACC-257,UACC-62|chr19_47666094_47666319:MCF7	2	1	chr19_47596848_47600459:CCRF-CEM,HL-60,SR|chr19_47607453_47611302:CCRF-CEM
chr19_47697848_47756514	yes	1	3	chr19_47747593_47755177:CCRF-CEM,MOLT-4,SR	0	0	none
chr19_47775722_47779803	no	0	0	none	0	0	none
chr19_47903515_47959395	yes	14	3	chr19_47903515_47905255:NCI-H522,SK-MEL-2|chr19_47908420_47910517:NCI-H23,NCI-H522,SK-MEL-2|chr19_47911679_47912814:SK-MEL-2|chr19_47913572_47915410:NCI-H522|chr19_47919104_47921225:LOX_IMVI,MCF7,NCI-H23,NCI-H522,SK-MEL-2,SK-MEL-5|chr19_47924538_47926362:NCI-H23,NCI-H522,SK-MEL-2|chr19_47929602_47931138:MCF7,NCI-H522,SK-MEL-2|chr19_47934756_47935972:NCI-H522|chr19_47940282_47942579:MCF7,NCI-H23,NCI-H522|chr19_47942513_47944665:NCI-H522,SK-MEL-2|chr19_47945807_47947734:MCF7,NCI-H23,NCI-H522,SK-MEL-2|chr19_47948942_47950108:SK-MEL-2|chr19_47951031_47952584:MCF7,NCI-H522,SK-MEL-2|chr19_47956466_47957881:NCI-H23,NCI-H522,SK-MEL-2	0	0	none
chr19_4791703_4792544	no	0	0	none	0	0	none
chr19_48107584_48137627	yes	3	4	chr19_48112509_48114016:CAKI-1,LOX_IMVI,MDA-MB-435,SK-MEL-2,SNB-75,UO-31|chr19_48117560_48120591:MALME-3M,RPMI-8226,SK-MEL-2,SK-MEL-5|chr19_48134496_48137627:MALME-3M,SK-MEL-2,SK-MEL-5,UACC-257	1	6	chr19_48109249_48111992:CCRF-CEM,HL-60,KM12,MDA-MB-231,NCI-H322M,RPMI-8226
chr19_48243768_48291399	yes	3	7	chr19_48243624_48245223:CCRF-CEM,LOX_IMVI,MOLT-4,SF-268,SR,UO-31|chr19_48248243_48251164:CCRF-CEM,HL-60,K-562,LOX_IMVI,M14,MDA-MB-435,SK-MEL-2,SK-MEL-28,SR,UACC-62|chr19_48282868_48285992:HOP-92,HS_578T,LOX_IMVI,NCI_ADR-RES,NCI-H226,OVCAR-8,SF-268	0	0	none
chr19_48309201_48339489	yes	1	1	chr19_48308978_48309911:MOLT-4	1	7	chr19_48329221_48334829:CAKI-1,HOP-62,NCI-H322M,SF-295,SNB-75,UO-31,X786-0
chr19_48444868_48470527	no	0	0	none	0	0	none
chr19_48468423_48513958	yes	1	2	chr19_48479881_48481612:BT-549,SW-620	0	0	none
chr19_48531022_48698949	no	0	0	none	2	11	chr19_48632237_48635585:HOP-62|chr19_48660028_48661721:HCT-15,HOP-62,KM12,LOX_IMVI,M14,MDA-MB-435,MDA-MB-468,NCI-H322M,OVCAR-4,PC-3,T-47D
chr19_4865733_4928255	yes	1	6	chr19_4875074_4884332:CCRF-CEM,HL-60,MOLT-4,SF-268,SNB-19,SW-620	2	4	chr19_4865143_4874476:MALME-3M|chr19_4907093_4917611:KM12,MALME-3M,OVCAR-3,SK-MEL-5
chr19_48713620_48766749	yes	2	4	chr19_48736832_48738805:HCT-116,IGROV1,K-562,OVCAR-4,SK-MEL-2,SK-MEL-28,SW-620|chr19_48741015_48742289:HCC-2998,HCT-116,K-562,NCI-H226	2	7	chr19_48720093_48721775:COLO_205,MALME-3M,MDA-MB-231,NCI_ADR-RES,OVCAR-8,SK-MEL-5,TK-10|chr19_48724095_48727265:COLO_205,HCT-15,KM12,MCF7,OVCAR-4,SK-OV-3,T-47D
chr19_48854845_48914016	yes	1	5	chr19_48887837_48893145:COLO_205,HCT-15,IGROV1,K-562,UACC-257	2	1	chr19_48866382_48869672:A549,KM12,MDA-MB-231,MOLT-4,NCI_ADR-RES,NCI-H322M,OVCAR-8,PC-3,RPMI-8226,T-47D|chr19_48898258_48901886:MDA-MB-231
chr19_48926930_48994615	yes	1	7	chr19_48988649_48991623:EKVX,HCT-15,IGROV1,MDA-MB-468,NCI_ADR-RES,OVCAR-8,SNB-75	2	6	chr19_48961111_48965124:MCF7,MDA-MB-468,OVCAR-3|chr19_48965279_48968839:HOP-62,MDA-MB-231,MDA-MB-468,NCI-H322M,RXF_393,SNB-75
chr19_49113902_49162129	yes	3	7	chr19_49124252_49126289:MCF7,NCI-H322M,T-47D|chr19_49142622_49143581:CAKI-1,SF-268,SR|chr19_49145373_49146331:ACHN,HCT-116,IGROV1,K-562,SN12C,SNB-19,SR	1	5	chr19_49147863_49151783:CCRF-CEM,HOP-62,MOLT-4,NCI-H226,SK-OV-3
chr19_49408348_49457847	yes	3	4	chr19_49414125_49416026:HL-60|chr19_49455477_49457128:A549,IGROV1,NCI-H23,NCI-H460|chr19_49457525_49459228:K-562,MALME-3M,RPMI-8226,SF-539	0	0	none
chr19_49471855_49513492	yes	2	5	chr19_49478190_49479929:EKVX,HCT-116,HT29,K-562,MCF7,NCI_ADR-RES,NCI-H23,OVCAR-8,T-47D|chr19_49498400_49502131:HCC-2998,HT29,MOLT-4,RPMI-8226,SR	1	11	chr19_49473367_49475367:COLO_205,DU-145,HOP-62,MDA-MB-231,MDA-MB-468,NCI-H322M,NCI-H522,OVCAR-4,OVCAR-5,SNB-75,SW-620
chr19_4949584_5002714	yes	2	7	chr19_4957647_4960795:IGROV1,MDA-MB-468,NCI_ADR-RES,OVCAR-3,OVCAR-4,OVCAR-8,SW-620|chr19_4985876_4994596:IGROV1,MCF7,NCI_ADR-RES,RXF_393,SF-539,T-47D,U251	0	0	none
chr19_49561525_49594328	yes	3	9	chr19_49566993_49569922:COLO_205,KM12,M14,OVCAR-8,SW-620|chr19_49570374_49572057:HCT-116,IGROV1,K-562,LOX_IMVI,MCF7,MDA-MB-435,NCI_ADR-RES,OVCAR-5,T-47D,UACC-62|chr19_49572109_49578033:ACHN,HCT-116,IGROV1,LOX_IMVI,NCI_ADR-RES,OVCAR-4,OVCAR-8,SF-539,SK-OV-3	2	1	chr19_49578932_49581902:MALME-3M,MDA-MB-231,NCI-H460|chr19_49590170_49594728:SNB-75
chr19_49627026_49643718	no	0	0	none	0	0	none
chr19_49663689_49692760	yes	3	6	chr19_49680998_49682971:SK-MEL-28,SR|chr19_49684706_49686725:NCI-H522|chr19_49686856_49692760:BT-549,HT29,MDA-MB-468,NCI-H23,NCI-H522,SF-268	0	0	none
chr19_49745591_49776992	yes	5	1	chr19_49745591_49746285:EKVX,HCT-116,IGROV1,K-562,M14,NCI-H23,OVCAR-4|chr19_49757875_49758849:CAKI-1,HOP-92,LOX_IMVI,NCI_ADR-RES,NCI-H226,NCI-H522,OVCAR-8|chr19_49761314_49762643:CCRF-CEM,K-562,NCI_ADR-RES,NCI-H522,SN12C|chr19_49770939_49771848:MALME-3M,SK-MEL-28|chr19_49775981_49776992:K-562	0	0	none
chr19_49808981_49821085	no	0	0	none	0	0	none
chr19_49847891_49898556	no	0	0	none	2	10	chr19_49847530_49852208:MDA-MB-231|chr19_49869673_49872870:COLO_205,MALME-3M,MDA-MB-468,NCI-H322M,OVCAR-5,OVCAR-8,RXF_393,SNB-75,UACC-62,X786-0
chr19_49913291_49931043	yes	1	2	chr19_49916446_49918336:HL-60,MCF7	0	0	none
chr19_50080835_50148344	yes	13	8	chr19_50083689_50083914:K-562,SK-MEL-2|chr19_50091057_50094034:NCI-H522,SK-MEL-2|chr19_50094539_50097624:NCI-H522,SK-MEL-2|chr19_50097893_50100884:MCF7,NCI-H23,NCI-H522,SK-MEL-2|chr19_50101245_50103440:MCF7,NCI-H522,SK-MEL-2|chr19_50103676_50107332:HCT-116,MCF7,NCI-H23,NCI-H522,SK-MEL-2|chr19_50107275_50108560:NCI-H522,SK-MEL-2|chr19_50108789_50120163:MCF7,NCI-H522,SK-MEL-2|chr19_50120262_50122410:NCI-H522,SK-MEL-2|chr19_50122404_50124700:NCI-H522,SK-MEL-2|chr19_50125695_50129220:MCF7,NCI-H522,SK-MEL-2|chr19_50131031_50133068:NCI-H522,SK-MEL-2|chr19_50133158_50138411:A498,HCC-2998,MCF7,NCI-H23,NCI-H522,SK-MEL-2,SK-MEL-28,SK-MEL-5	0	0	none
chr19_50165627_50216530	yes	4	1	chr19_50166590_50170024:COLO_205,HCC-2998,HT29,KM12,MDA-MB-468,NCI-H322M,OVCAR-3,OVCAR-4,OVCAR-5|chr19_50171020_50175381:COLO_205,HCC-2998,HT29,MCF7,MDA-MB-468,NCI-H322M,NCI-H460,OVCAR-4,OVCAR-5,SK-MEL-2,SK-MEL-28|chr19_50187333_50192268:COLO_205,HCC-2998,HT29,KM12,MDA-MB-468,OVCAR-5|chr19_50197541_50199882:MDA-MB-468	0	0	none
chr19_50329644_50394256	yes	3	1	chr19_50346465_50347901:OVCAR-4,RXF_393,SR|chr19_50361383_50365343:DU-145,HOP-92,K-562,SR|chr19_50365322_50365562:SR	2	2	chr19_50368557_50370142:HOP-62,HS_578T,MDA-MB-435,MDA-MB-468,OVCAR-3,RPMI-8226,RXF_393,SF-295,SK-OV-3,SNB-75,U251|chr19_50383081_50386047:MALME-3M,SNB-75
chr19_506362_533771	yes	2	5	chr19_516059_517408:HCC-2998,HCT-15,IGROV1,K-562,MCF7,NCI-H322M|chr19_527819_529213:IGROV1,NCI-H522,OVCAR-4,SK-OV-3,SW-620	2	4	chr19_530247_531630:CCRF-CEM,HOP-62,SK-MEL-5,SNB-75,UACC-62|chr19_531864_534340:CCRF-CEM,HOP-62,MDA-MB-468,MOLT-4
chr19_50724096_50783566	yes	3	4	chr19_50735653_50737084:K-562|chr19_50738755_50744107:K-562|chr19_50747933_50749557:HOP-92,K-562,NCI-H23,NCI-H460	1	12	chr19_50725010_50726891:CCRF-CEM,HS_578T,KM12,MALME-3M,MDA-MB-468,OVCAR-5,RPMI-8226,RXF_393,SF-295,SF-539,U251,UACC-62
chr19_50794760_50877114	yes	4	3	chr19_50817689_50824620:CCRF-CEM,HCC-2998,HCT-116,HCT-15,HT29,IGROV1,K-562,NCI-H23,RPMI-8226,SW-620|chr19_50829398_50831704:RPMI-8226,SW-620|chr19_50843552_50845128:COLO_205,HCT-15,MCF7,RPMI-8226,T-47D|chr19_50875665_50877114:CCRF-CEM,RPMI-8226,SR	0	0	none
chr19_50894912_50898122	no	0	0	none	0	0	none
chr19_50966068_51003240	yes	3	10	chr19_50975171_50977700:COLO_205,HCC-2998,HCT-116,HCT-15,HT29,KM12,MDA-MB-468,OVCAR-3,OVCAR-4,OVCAR-5,SW-620|chr19_50978065_50980350:COLO_205,HCC-2998,HCT-116,KM12,MDA-MB-468,OVCAR-4,SK-OV-3,SW-620|chr19_50990269_50994058:COLO_205,EKVX,HCC-2998,HCT-116,HT29,KM12,MDA-MB-468,OVCAR-3,OVCAR-4,OVCAR-5	0	0	none
chr19_51016463_51035649	yes	2	1	chr19_51024768_51028261:HCC-2998,HT29,IGROV1,OVCAR-3,OVCAR-5,T-47D,UO-31|chr19_51030034_51031550:HCC-2998	0	0	none
chr19_51067196_51108362	yes	3	5	chr19_51068921_51071135:MDA-MB-435,MDA-MB-468,NCI-H322M,OVCAR-3,PC-3,SK-MEL-28,SNB-75,T-47D|chr19_51071143_51072730:MALME-3M,MDA-MB-435,MDA-MB-468,OVCAR-3,PC-3,SK-MEL-28,T-47D|chr19_51090527_51095403:HCC-2998,HT29,MDA-MB-468,OVCAR-3,T-47D	1	4	chr19_51106735_51109356:MALME-3M,MDA-MB-231,OVCAR-8,SR
chr19_51327341_51408398	yes	2	2	chr19_51370551_51373690:CCRF-CEM,HL-60,MOLT-4,SR|chr19_51390132_51391663:K-562,NCI-H23	1	2	chr19_51392552_51396571:LOX_IMVI,SNB-75
chr19_51460358_51469783	yes	2	4	chr19_51460358_51465194:HL-60,K-562|chr19_51466551_51470636:CCRF-CEM,HL-60,K-562,MOLT-4	0	0	none
chr19_51472608_51480072	yes	2	2	chr19_51472569_51476661:A549,HCC-2998,HT29,K-562,KM12,PC-3,SW-620|chr19_51477073_51480072:HCC-2998,HT29	0	0	none
chr19_51500904_51573584	yes	5	1	chr19_51501326_51503356:CCRF-CEM,HL-60,K-562|chr19_51506086_51512055:K-562,SR|chr19_51539617_51541996:K-562|chr19_51543997_51552998:CCRF-CEM,HL-60,HOP-62,HOP-92,K-562,MDA-MB-231,UACC-257,UO-31,X786-0|chr19_51564295_51565635:HL-60	0	0	none
chr19_5164287_5177876	yes	1	10	chr19_5164287_5167129:A498,A549,CAKI-1,EKVX,K-562,NCI-H322M,OVCAR-5,PC-3,SF-295,SNB-19	0	0	none
chr19_51686257_51705357	no	0	0	none	2	7	chr19_51686953_51693784:CCRF-CEM,COLO_205,HL-60,KM12,LOX_IMVI,RPMI-8226,SR,SW-620|chr19_51701465_51706074:HOP-62,LOX_IMVI,MDA-MB-231,MDA-MB-468,OVCAR-3,SN12C,SNB-75
